order_id,customer_id,customer_email,order_date,product_sku,country,quantity,price,discount_pct,total_amount,notes
100037,C2210,9k8yqk9@nudeproject.com,14/10/2025,NP-TS720-RED,FR,4,"114,00",0,"456,00",NULL
100038,C4770,hgj11ye@gmail.com,2025-12-20,NP-JK643-NVY,FR,3,"137,74",0,"€413,22",N/A
100210,C3695,8k52qc1i@nudeproject.com,2025/02/30,NP-HD582-BLK,DE,3,"€13,94",25%,,
100040,C6374,xwqzxe@gmail.com,2025/10/05,NP-TS953-RED,DE,5,"€43,57",15%,185.17249999999999,deliver after 18:00
100041,C7686,bnp84dy@example.com,not a date,NP-JK349-WHT,DE,2,"64,94",15%,"€110,40",
100042,C4362,bad gmail.com,2025-99-10,NP-TS234-BLK,FR,2,"105,18",0%,"210,36",
100043,C4898,gb0s0@nudeproject.com,2025/11/27,NP-PN536-BLK,IT,5,"41,53",0%,"€207,65",deliver after 18:00
100044,C8267,missingdomain@,2025-99-10,NP-TS973-NVY,UK,5,"€89,65",10%,"403,43",
100045,C4522,o3o0ll@hotmail.es,,NP-CP437-BLK,IT,3,"€147,44",15%,"€375,97",N/A
100046,C6793,5z8vmuhx@outlook.com,2025/10/14,NP-CP126-NVY,UK,4,116.49,20%,,N/A
100047,C5381,bad@domain,2025/12/29,NP-HD485-RED,IT,2,"€111,70",25%,167.55,N/A
100048,C6585,z1udbfw@gmail.com,04-11-2025,NP-CP783-GRN,ES,3,"€150,74",30%,"316,55",deliver after 18:00
100049,C4612,bh811kerp@outlook.com,2025-11-18 00:00:00,NP-JK689-RED,DE,4,154.98,30%,"€433,94",
100050,C7626,ko8g8qyn@nudeproject.com,,NP-CP298-GRN,FR,3,"126,03",25%,"283,57",N/A
100051,C3419,jgf1c8@nudeproject.com,2025-11-29 00:00:00,NP-TS580-RED,UK,5,140.08,20%,,deliver after 18:00
100052,C5961,,,NP-PN613-WHT,ES,4,178.2,25,"€534,60",N/A
100053,C8381,9dxbz9s@example.com,2025/10/21,NP-JK841-NVY,PT,3,"€91,94",20%,"220,66",gift wrap
100054,C6461,fm8zov7ln2@outlook.com,,NP-TS619-NVY,UK,4,"€157,36",5%,597.9680000000001,gift wrap
100055,C9626,"bad@domain,com",,NP-HD554-NVY,FR,2,"54,63",20,"€87,41",NULL
100056,C8355,l3q4n8@nudeproject.com,2025/11/29,NP-CP205-NVY,ES,2,"€155,74",5,"€295,91",gift wrap
100057,C5670,j6fp8h@nudeproject.com,2025-11-14,NP-HD240-BLK,FR,1,"€124,87",0%,"124,87",gift wrap
100058,C8740,1qw6ah@outlook.com,2025-12-10 00:00:00,NP-CP116-NVY,DE,5,"€42,14",0%,"210,70",N/A
100059,C4963,pwioxd9@gmail.com,2025-12-07 00:00:00,NP-TS453-WHT,UK,4,"€296,52",15%,"€1.008,17",
100060,C2698,1emmx3y9rg@outlook.com,2025-99-10,NP-JK982-BLK,UK,5,"€22,60",10%,"101,70",gift wrap
100061,C6438,pop8mgy@hotmail.es,,NP-PN717-RED,PT,3,"€220,75",30%,"463,57",gift wrap
100062,C8272,06wpx@gmail.com,10-10-2025,NP-JK492-NVY,ES,4,"242,22",5,"920,44",gift wrap
100063,C3513,n1utoxi@gmail.com,04/10/2025,NP-HD225-WHT,ES,2,"€122,13",10%,"219,83",deliver after 18:00
100064,C8406,qdy4lmct64@outlook.com,2025-11-16 00:00:00,NP-HD726-BLK,ES,1,295.59,5%,,N/A
100065,C6067,zs13c9xqym@example.com,2025-99-10,NP-HD454-NVY,FR,5,135.36,0,"€676,80",NULL
100066,C2292,8jwwdxvugw@example.com,32/13/2025,NP-CP396-GRN,IT,2,33.45,30%,"46,83",deliver after 18:00
100067,C5012,oqyfoqmf5l@hotmail.es,21/11/2025,NP-CP528-WHT,PT,2,"€159,24",0%,"318,48",
100068,C6364,l1rsrla8s8@outlook.com,not a date,NP-JK882-RED,FR,3,153.42,25%,345.195,gift wrap
100069,C1741,unknqt3wv@outlook.com,13-10-2025,NP-JK923-RED,DE,5,"€296,07",5%,"€1.406,33",NULL
100070,C8487,f7low4vss@nudeproject.com,2025-12-30 00:00:00,NP-CP691-WHT,UK,1,"246,47",15%,"209,50",
100071,C1841,sz1n3i@example.com,2025/02/30,NP-HD631-WHT,DE,5,"100,87",15%,428.6975,
100072,C6325,slg6mm1z@hotmail.es,2025-99-10,NP-JK394-BLK,DE,2,"90,81",10%,"€163,46",N/A
100073,C9899,382kkzmp@hotmail.es,,NP-HD153-BLK,IT,5,"€88,53",0%,, 
100074,C6411,ye89f@nudeproject.com,01/12/2025,NP-HD527-WHT,ES,5,"€93,20",30%,,
100075,C7504,7875au@gmail.com,2025/11/12,NP-PN763-GRN,UK,4,"195,88",5,744.3439999999999,NULL
100076,C4050,,2025-11-07 00:00:00,NP-PN431-WHT,ES,5,,15,"€280,16", 
100077,C5272,18k0axyc@gmail.com,,NP-HD236-RED,PT,1,277.6,30%,194.32, 
100078,C8454,nz61231yv@gmail.com,,NP-JK974-NVY,IT,5,114.82,0%,"€574,10", 
100079,C2904,uds3qsqcq3@gmail.com,2025/11/20,NP-TS393-RED,PT,5,"€226,18",10%,1017.8100000000001,deliver after 18:00
100080,C3218,xp9n56nyxt@hotmail.es,16/10/2025,NP-CP488-WHT,PT,1,"123,89",30%,"86,72",deliver after 18:00
100081,C8546,g51bxw7@gmail.com,,NP-TS243-NVY,FR,1,"19,64",0%,"€19,64",
100082,C4836,uu13i59soj@example.com,15/12/2025,NP-HD872-NVY,IT,5,"133,79",25%,"€501,71",deliver after 18:00
100083,C4948,4fqcoot@nudeproject.com,32/13/2025,NP-TS292-NVY,UK,2,,0%,"554,70",
100084,C4555,k6hg001@outlook.com,2025-12-29 00:00:00,NP-PN200-RED,FR,5,"€124,92",10%,"€562,14",deliver after 18:00
100085,C4328,b50atvzk@outlook.com,12/11/2025,NP-JK273-WHT,UK,4,"251,58",25%,"€754,74", 
100086,C9954,98s4c3bae@outlook.com,,NP-CP839-GRN,DE,4,"€142,14",20,"€454,85",
100087,C5697,,2025-10-23,NP-CP349-WHT,FR,3,"€161,97",10,"437,32",deliver after 18:00
100088,C2320,1dntcagrp2@example.com,2025-10-13 00:00:00,NP-CP677-BLK,PT,4,,25,229.59,gift wrap
100089,C6152,spaces are@bad.com,,NP-PN873-WHT,UK,5,"€216,59",5%,"1.028,80",gift wrap
100090,C2284,bp4m18o@hotmail.es,2025/10/04,NP-HD830-BLK,ES,5,"€140,56",15%,"597,38",
100091,C5390,2fomd7q1dd@nudeproject.com,,NP-TS842-NVY,PT,3,"€128,23",0%,"€384,69",
100092,C9537,gjjfgjk2@hotmail.es,,NP-PN442-RED,UK,4,"€153,68",5%,"583,98",gift wrap
100093,C3230,8hl88kzru@outlook.com,11-11-2025,NP-PN825-WHT,IT,5,"237,80",5%,1129.55,NULL
100094,C5773,32orw@outlook.com,02/11/2025,NP-TS909-GRN,UK,5,"238,73",15%,,N/A
100095,C9796,dixfw@example.com,22-12-2025,NP-CP326-RED,FR,3,106.06,0%,318.18,NULL
100096,C7408,,,NP-JK763-BLK,UK,3,"€161,02",25%,"362,30",
100097,C3692,igfu8iogxp@gmail.com,18/12/2025,NP-JK301-RED,ES,1,"€134,47",10%,121.023,gift wrap
100098,C5298,sxvwvm4w@hotmail.es,2025-99-10,NP-HD598-NVY,UK,5,,10%,,deliver after 18:00
100099,C3838,kg4w58rh@nudeproject.com,2025-12-11 00:00:00,NP-JK330-NVY,FR,1,"128,55",15%,109.26750000000001,
100100,C3755,01tee13n3@gmail.com,2025/02/30,NP-TS894-WHT,PT,1,,30%,"27,72",deliver after 18:00
100101,C6744,wffhhcmkt@hotmail.es,2025/12/30,NP-HD818-WHT,PT,2,87.43,25,,gift wrap
100102,C3396,1yrujo@nudeproject.com,2025-10-10,NP-PN750-GRN,ES,3,"227,34",15,,
100103,C9756,3rlkte42@gmail.com,2025-10-06,NP-JK262-GRN,ES,1,"252,54",5%,"239,91", 
100104,C6905,xxbw01p@gmail.com,2025/02/30,NP-PN172-WHT,IT,3,"€32,50",15%,82.875, 
100192,C2463,dnkn3@outlook.com,,NP-TS202-WHT,ES,2,"€12,36",25%,"€18,54", 
100106,C7291,lfjdtvv2@gmail.com,,NP-TS640-BLK,FR,2,"€157,66",0%,"€315,32",N/A
100107,C6185,ptgq9cvah@gmail.com,2025-11-20 00:00:00,NP-JK180-NVY,PT,1,216.56,15%,"€184,08",
100108,C3545,v1xxlp8i@outlook.com,,NP-CP629-GRN,PT,1,"186,46",25%,139.845,gift wrap
100109,C7092,0e6mpsj@example.com,2025-12-20,NP-HD858-NVY,ES,3,"158,03",5%,450.38550000000004,
100110,C1721,iqnf7@gmail.com,10-12-2025,NP-HD328-NVY,ES,1,,10%,"73,71",
100111,C7568,,2025/11/06,NP-HD850-NVY,PT,5,"€170,30",20%,"681,20",
100112,C3466,,04/10/2025,NP-HD529-RED,ES,4,"€194,32",10%,699.552,N/A
100113,C3332,bi4o6@nudeproject.com,2025-99-10,NP-PN817-GRN,FR,2,"€194,69",0%,"€389,38",
100114,C8417,7e1dd@nudeproject.com,2025/11/29,NP-JK946-NVY,ES,4,165.32,5%,,NULL
100115,C4522,,04-10-2025,NP-HD302-RED,FR,2,"€171,13",0,"342,26", 
100116,C2376,7c9hx3d@hotmail.es,2025-10-16,NP-HD291-GRN,FR,4,,15,,gift wrap
100117,C8307,,2025-10-08,NP-PN657-RED,FR,5,"49,70",20%,198.8,gift wrap
100118,C9231,glh62c9@example.com,2025-11-15 00:00:00,NP-PN463-WHT,PT,1,"292,35",10%,263.115,
100119,C4875,,32/13/2025,NP-HD921-GRN,ES,3,"€36,07",20%,"€86,57",NULL
100120,C1359,71448n7odk@outlook.com,21-10-2025,NP-PN414-GRN,PT,5,"€288,49",20%,"€1.153,96", 
100121,C3911,8o98bv78hu@nudeproject.com,2025/10/19,NP-PN111-GRN,PT,1,,5%,"74,97",gift wrap
100122,C5088,jdan085@nudeproject.com,2025/11/18,NP-TS426-GRN,ES,2,"39,31",25%,"58,97",gift wrap
100123,C2215,fc79m96z@nudeproject.com,23/12/2025,NP-JK343-BLK,ES,5,"€135,82",5%,645.1449999999999,gift wrap
100124,C7437,fmpkxvha@outlook.com,2025/12/21,NP-JK291-RED,ES,3,"147,24",15%,"€375,46",deliver after 18:00
100125,C5313,ijc1ydm@example.com,2025-11-22 00:00:00,NP-TS614-NVY,DE,4,"€27,59",20%,"€88,29",deliver after 18:00
100214,C3415,g983ep9p@outlook.com,2025/12/16,NP-TS905-NVY,DE,4,220.76,0%,883.04,
100127,C9561,ofv17@gmail.com,2025-12-12,NP-HD733-NVY,UK,4,261.47,15%,"€889,00",deliver after 18:00
100128,C7581,"bad@domain,com",2025/02/30,NP-TS989-WHT,PT,3,276.94,0%,,NULL
100129,C5923,,,NP-HD957-BLK,PT,5,"€159,33",20%,"€637,32",
100130,C1541,zj3sweb@hotmail.es,2025-12-02 00:00:00,NP-TS266-NVY,PT,3,"€288,45",10%,"€778,81",deliver after 18:00
100131,C4626,hxs58yreg2@outlook.com,2025-11-02 00:00:00,NP-CP944-NVY,IT,4,98.48,25%,"€295,44",gift wrap
100132,C2676,"bad@domain,com",2025-12-11 00:00:00,NP-HD253-NVY,PT,3,"€96,46",10%,,gift wrap
100133,C1930,olfark6o0@example.com,2025-12-30 00:00:00,NP-HD400-BLK,IT,3,"109,42",25%,,N/A
100134,C3096,31gymdm0l2@hotmail.es,2025/11/17,NP-PN642-GRN,IT,5,,25%,541.4625,
100135,C1885,ehou6q@hotmail.es,2025-10-24,NP-TS232-NVY,IT,2,,0%,"385,80",deliver after 18:00
100136,C8035,nbhnal3g@gmail.com,20/12/2025,NP-CP710-NVY,FR,2,"€264,23",20%,"422,77",deliver after 18:00
100137,C8105,m6mg87@nudeproject.com,03/10/2025,NP-JK889-NVY,DE,3,,20%,709.248,NULL
100138,C1796,xxayp@nudeproject.com,2025-10-16 00:00:00,NP-PN950-BLK,DE,1,,0%,"213,44", 
100139,C2928,rv239@hotmail.es,30-12-2025,NP-PN252-BLK,DE,1,"€21,33",15%,"€18,13",N/A
100140,C2229,6xq9j@gmail.com,13/10/2025,NP-HD436-GRN,IT,1,"257,05",15%,218.4925, 
100141,C5395,nmeoq@nudeproject.com,28-12-2025,NP-PN921-NVY,UK,1,198.07,0%,198.07,N/A
100142,C8178,2w5506rr@nudeproject.com,not a date,NP-JK631-NVY,UK,5,13.48,20%,,
100143,C2560,imyn4u9bxf@nudeproject.com,2025/02/30,NP-CP558-BLK,IT,4,"€102,88",20%,,
100144,C8324,0aobt328@hotmail.es,2025/02/30,NP-JK833-RED,ES,3,"€285,50",5,,NULL
100145,C2596,,06/10/2025,NP-HD833-GRN,ES,2,"€248,23",10%,446.81399999999996,
100146,C7790,missingdomain@,27-11-2025,NP-HD808-NVY,PT,5,"€287,20",20%,,N/A
100147,C3103,v5sn961j88@nudeproject.com,18/10/2025,NP-HD739-GRN,UK,3,"€212,90",25%,, 
100148,C6657,9x8syl@gmail.com,2025-11-15 00:00:00,NP-TS125-RED,PT,5,"€175,39",25,,N/A
100149,C1869,j29yfc@hotmail.es,2025/02/30,NP-JK809-BLK,IT,2,39.62,25%,"€59,43",
100150,C7349,ltajw2536z@hotmail.es,,NP-TS538-GRN,DE,1,"€66,88",15%,"€56,85",deliver after 18:00
100151,C5329,,2025-12-02 00:00:00,NP-HD318-GRN,FR,5,"€31,04",5%,"€147,44",gift wrap
100037,C6911,t939ayq6w@example.com,2025-11-01,NP-JK626-NVY,IT,5,102.97,0%,"€514,85",
100153,C8975,spaces are@bad.com,32/13/2025,NP-PN955-BLK,PT,1,58.44,20%,"€46,75",NULL
100154,C9810,,2025-10-10 00:00:00,NP-CP164-NVY,ES,1,,15%,,NULL
100155,C2189,d2kd1poxr@example.com,29/10/2025,NP-JK111-NVY,DE,2,240.96,10,,
100156,C3316,uotdh@hotmail.es,28-10-2025,NP-CP572-NVY,ES,2,,20,"€410,91",
100157,C5762,d0rlexd@example.com,09/10/2025,NP-JK352-WHT,UK,5,"€140,59",20%,"€562,36",
100158,C8145,,not a date,NP-TS932-NVY,DE,1,"€258,93",10%,,NULL
100159,C7637,6tt9q1@hotmail.es,20/11/2025,NP-CP800-WHT,DE,5,180.88,5%,"€859,18", 
100160,C3299,uu5f07@gmail.com,,NP-JK205-NVY,UK,3,"86,56",20,,
100161,C5480,uunnv6c@hotmail.es,18/11/2025,NP-TS626-GRN,PT,5,112.24,15%,477.0199999999999, 
100162,C3461,v3xoley@nudeproject.com,2025/02/30,NP-HD629-RED,DE,5,"€16,41",5%,"€77,95",gift wrap
100163,C1305,xkdq95g3v2@outlook.com,2025-12-19 00:00:00,NP-CP800-RED,PT,4,,20%,"€703,71",
100164,C2577,v5t1dx6ta@nudeproject.com,06-12-2025,NP-CP200-RED,PT,4,"€22,50",30%,,
100165,C5170,6dvtja@gmail.com,32/13/2025,NP-PN678-GRN,DE,2,"118,66",15%,,N/A
100166,C5514,,30-12-2025,NP-CP728-BLK,PT,2,"257,85",15%,"438,35",
100167,C7375,23qvd@hotmail.es,32/13/2025,NP-HD755-RED,IT,5,220.0,15%,,
100168,C1175,7sh2szwymx@outlook.com,2025/10/12,NP-CP456-GRN,FR,1,"€112,31",20%,"89,85",N/A
100169,C4707,qoagsu@example.com,2025/11/07,NP-HD875-GRN,IT,5,242.75,20,"€971,00",deliver after 18:00
100170,C8548,rjn2h@outlook.com,10-11-2025,NP-PN421-GRN,PT,4,"159,69",5%,606.822, 
100171,C5408,,2025-10-14,NP-JK602-WHT,DE,1,"€205,89",30,"€144,12",N/A
100172,C5591,,2025-12-29 00:00:00,NP-JK582-NVY,FR,3,"€209,77",20%,"€503,45", 
100173,C6995,hzn4kgeu@outlook.com,2025/10/13,NP-CP646-GRN,IT,2,170.95,5%,"€324,80", 
100174,C5915,bdfhj4d0j@hotmail.es,,NP-JK463-GRN,UK,5,"€84,64",30%,"296,24", 
100175,C9363,qcwq85x7pw@nudeproject.com,2025-99-10,NP-CP633-RED,IT,3,"100,81",20%,,NULL
100176,C3741,,32/13/2025,NP-JK334-WHT,UK,1,"€281,57",30%,,deliver after 18:00
100177,C5655,e4bx4l@nudeproject.com,2025-11-29 00:00:00,NP-CP755-NVY,FR,5,,20%,,deliver after 18:00
100178,C6688,2pnjka@outlook.com,,NP-TS661-GRN,PT,1,12.31,30%,8.616999999999999,
100179,C7745,of0onjpi@example.com,2025/12/28,NP-PN378-NVY,IT,1,225.35,15%,"191,55",N/A
100180,C4076,btgdjz@gmail.com,2025/02/30,NP-HD157-GRN,IT,4,"72,88",15,,
100181,C2169,g433e1@outlook.com,,NP-HD744-BLK,UK,2,"298,32",0%,"€596,64",gift wrap
100182,C9534,,2025-99-10,NP-CP446-BLK,ES,2,"12,49",15%,"€21,23",
100183,C6824,tdrluxm60a@nudeproject.com,15/11/2025,NP-JK988-NVY,DE,2,"€21,35",20%,"€34,16",deliver after 18:00
100184,C3627,@missinguser.com,2025/11/27,NP-HD428-BLK,UK,2,"166,97",20%,"€267,15",N/A
100185,C9830,srtwlx@gmail.com,,NP-PN773-RED,DE,2,22.6,5,"€42,94",NULL
100186,C5193,,,NP-JK913-BLK,DE,1,200.07,30%,,
100187,C5355,ck88d0tgsi@outlook.com,,NP-CP445-WHT,DE,4,"€40,50",15%,"€137,70",deliver after 18:00
100188,C8258,t94ow3l@outlook.com,,NP-HD409-BLK,FR,1,"278,48",15,236.708,N/A
100189,C4635,a3yjtu7@outlook.com,2025-10-13,NP-TS840-GRN,IT,3,,5%,"157,23",NULL
100190,C3832,z3dxb3n27m@nudeproject.com,2025-11-23,NP-HD434-NVY,UK,4,,0%,"€302,60",N/A
100191,C4617,0oqvshkoec@example.com,2025-10-07 00:00:00,NP-CP730-NVY,PT,4,"34,57",5%,"131,37", 
100192,C4970,bad@@gmail.com,2025/02/30,NP-PN738-WHT,IT,3,"€132,73",20%,"318,55",
100193,C1735,hn14eb@example.com,32/13/2025,NP-HD811-BLK,IT,2,"€98,38",25%,147.57,N/A
100194,C9631,@missinguser.com,,NP-TS399-RED,PT,3,"88,57",0%,265.71,
100195,C7237,dl5tgsq7ai@example.com,2025/11/09,NP-JK999-RED,ES,2,"225,77",10%,406.386,
100196,C5590,6xdn8ww@outlook.com,23/11/2025,NP-HD416-NVY,PT,2,"€133,57",15%,"227,07", 
100197,C8046,xufctz@outlook.com,10/11/2025,NP-JK255-WHT,ES,3,231.88,15,,NULL
100198,C3155,wvwviac2e@example.com,2025/02/30,NP-HD875-WHT,ES,1,"€152,42",0%,152.42,NULL
100199,C3901,5rlqiob0@nudeproject.com,10-11-2025,NP-CP650-RED,UK,5,"€225,22",25%,"844,57", 
100200,C1643,18gp51kfk@gmail.com,2025-12-28 00:00:00,NP-JK561-BLK,PT,5,"€144,34",20%,"€577,36",deliver after 18:00
100201,C8433,65dlxzf0dz@hotmail.es,2025-10-11 00:00:00,NP-CP992-WHT,PT,4,220.69,20,"€706,21",gift wrap
100202,C3369,bl08kg68a1@gmail.com,28-11-2025,NP-HD660-GRN,DE,4,"167,52",5%,"636,58",
100203,C4401,@missinguser.com,32/13/2025,NP-JK725-NVY,DE,1,203.33,10%,,NULL
100204,C3906,u7dknncptk@outlook.com,,NP-JK537-NVY,FR,5,"€129,89",0%,"649,45",
100205,C5254,meuswrgvz@outlook.com,32/13/2025,NP-HD806-GRN,FR,3,"€223,77",15%,570.6135,NULL
100206,C2111,t1elou83g@hotmail.es,26-12-2025,NP-TS955-NVY,FR,5,"€241,10",25%,"904,12",NULL
100207,C6169,hy25m@outlook.com,2025-11-05,NP-JK826-BLK,FR,5,"€118,72",20%,,
100208,C7780,n3ksgn@gmail.com,2025-10-26,NP-TS941-NVY,UK,4,"€17,13",5%,, 
100209,C3174,,2025/10/12,NP-JK645-GRN,IT,3,"23,28",10%,,gift wrap
100210,C2927,jawshm@hotmail.es,04/11/2025,NP-TS208-RED,ES,3,"€243,06",10%,,NULL
100211,C2410,z6wyqm@hotmail.es,2025/02/30,NP-HD329-WHT,DE,4,"174,56",25%,,deliver after 18:00
100212,C5227,g7l4lrce@nudeproject.com,,NP-PN510-NVY,IT,1,,15,"94,35",N/A
100213,C4908,frchyp9um@outlook.com,2025-10-23,NP-PN171-NVY,ES,4,216.35,0%,"€865,40",gift wrap
100214,C7208,xd356wafft@nudeproject.com,2025-12-18 00:00:00,NP-TS696-BLK,DE,3,69.54,10%,187.758,gift wrap
100215,C9362,4c68au@hotmail.es,2025/10/15,NP-HD292-NVY,IT,4,"€78,12",10%,"281,23",deliver after 18:00
100216,C6902,k5eaxf@nudeproject.com,24-12-2025,NP-CP939-RED,IT,5,"49,27",30%,,deliver after 18:00
100217,C6821,vu4isotn@gmail.com,,NP-CP180-NVY,DE,5,"42,72",5%,202.92,deliver after 18:00
100218,C2449,08cw2lbm2q@example.com,2025-11-30 00:00:00,NP-CP366-BLK,UK,2,131.99,30%,184.786,NULL
100219,C8752,b93wkcs4k@outlook.com,2025/12/18,NP-PN285-NVY,ES,4,"€84,42",20%,"270,14", 
100132,C2676,"bad@domain,com",2025-12-11 00:00:00,NP-HD253-NVY,PT,3,,10%,,gift wrap
100148,C6657,,2025-11-15 00:00:00,NP-TS125-RED,PT,5,"€175,39",25,,N/A
100093,C3230,8hl88kzru@outlook.com,11-11-2025,NP-PN825-WHT,IT,5,"237,80",5%,1129.55,NULL
100180,C4076,btgdjz@gmail.com,2025/02/30,NP-HD157-GRN,IT,4,"72,88",15,"€247,79",
100015,C4164,58kxo9t@gmail.com,not a date,NP-JK145-RED,ES,5,"€20,99",30%,"73,46", 
100115,C4522,fz8obk3@outlook.com,04-10-2025,NP-HD302-RED,FR,2,"€171,13",0,"342,26", 
100172,C5591,esp7bm41q@gmail.com,2025-12-29 00:00:00,NP-JK582-NVY,FR,3,,20%,"€503,45", 
100209,C3174,qzsa7@example.com,2025/10/12,NP-JK645-GRN,IT,3,"23,28",10%,"€62,86",gift wrap
